dim,k,Var3,r,steps,integral,a_1,a_2,a_3,a_4,a_5,a_6,a_7,u_1,u_2,u_3,u_4,u_5,u_6,u_7
7,7,disc,5,95441,596.032405897334,2.84538551367946,2.67680521751235,2.2590481057022,2.73098129962552,1.43257918336215,1.12979816981128,2.35600106889652,0.353391437287061,0.838947784834775,0.133887257475644,0.698147940585025,0.190344628030756,0.396806895101165,0.33894732428959
7,1,oscil,1,15,0.0712466853436054,2.88823713953556,1.91724108547936,2.69994459982382,2.07110478290474,1.86820256231873,1.04886741025991,2.00871956152547,0.535120190236234,0.517349233632873,0.255718668457606,0.852827587736811,0.823201061074928,0.0165722102089281,0.474710003612981
7,2,oscil,1,113,-0.125882284816632,2.88823713953556,1.91724108547936,2.69994459982382,2.07110478290474,1.86820256231873,1.04886741025991,2.00871956152547,0.535120190236234,0.517349233632873,0.255718668457606,0.852827587736811,0.823201061074928,0.0165722102089281,0.474710003612981
7,3,oscil,1,589,-0.0889776310386214,2.88823713953556,1.91724108547936,2.69994459982382,2.07110478290474,1.86820256231873,1.04886741025991,2.00871956152547,0.535120190236234,0.517349233632873,0.255718668457606,0.852827587736811,0.823201061074928,0.0165722102089281,0.474710003612981
7,4,oscil,1,2465,-0.0902542924607517,2.88823713953556,1.91724108547936,2.69994459982382,2.07110478290474,1.86820256231873,1.04886741025991,2.00871956152547,0.535120190236234,0.517349233632873,0.255718668457606,0.852827587736811,0.823201061074928,0.0165722102089281,0.474710003612981
7,5,oscil,1,9017,-0.0906907737312639,2.88823713953556,1.91724108547936,2.69994459982382,2.07110478290474,1.86820256231873,1.04886741025991,2.00871956152547,0.535120190236234,0.517349233632873,0.255718668457606,0.852827587736811,0.823201061074928,0.0165722102089281,0.474710003612981
7,6,oscil,1,30241,-0.0906600270050216,2.88823713953556,1.91724108547936,2.69994459982382,2.07110478290474,1.86820256231873,1.04886741025991,2.00871956152547,0.535120190236234,0.517349233632873,0.255718668457606,0.852827587736811,0.823201061074928,0.0165722102089281,0.474710003612981
7,7,oscil,1,95441,-0.0906570449174194,2.88823713953556,1.91724108547936,2.69994459982382,2.07110478290474,1.86820256231873,1.04886741025991,2.00871956152547,0.535120190236234,0.517349233632873,0.255718668457606,0.852827587736811,0.823201061074928,0.0165722102089281,0.474710003612981
7,1,oscil,2,15,-0.207452652609634,2.65835224140992,2.34716706461243,2.82602899729013,2.51228385288386,1.33702485457509,2.92803187541301,1.69653190150583,0.87648395531354,0.908248818284871,0.285203484332663,0.132703661976258,0.000132543545445563,0.317960710505006,0.530107999980754
7,2,oscil,2,113,0.158224398124077,2.65835224140992,2.34716706461243,2.82602899729013,2.51228385288386,1.33702485457509,2.92803187541301,1.69653190150583,0.87648395531354,0.908248818284871,0.285203484332663,0.132703661976258,0.000132543545445563,0.317960710505006,0.530107999980754
7,3,oscil,2,589,0.0722062914994599,2.65835224140992,2.34716706461243,2.82602899729013,2.51228385288386,1.33702485457509,2.92803187541301,1.69653190150583,0.87648395531354,0.908248818284871,0.285203484332663,0.132703661976258,0.000132543545445563,0.317960710505006,0.530107999980754
7,4,oscil,2,2465,0.0763461199600982,2.65835224140992,2.34716706461243,2.82602899729013,2.51228385288386,1.33702485457509,2.92803187541301,1.69653190150583,0.87648395531354,0.908248818284871,0.285203484332663,0.132703661976258,0.000132543545445563,0.317960710505006,0.530107999980754
7,5,oscil,2,9017,0.0778436683201366,2.65835224140992,2.34716706461243,2.82602899729013,2.51228385288386,1.33702485457509,2.92803187541301,1.69653190150583,0.87648395531354,0.908248818284871,0.285203484332663,0.132703661976258,0.000132543545445563,0.317960710505006,0.530107999980754
7,6,oscil,2,30241,0.0777060063796861,2.65835224140992,2.34716706461243,2.82602899729013,2.51228385288386,1.33702485457509,2.92803187541301,1.69653190150583,0.87648395531354,0.908248818284871,0.285203484332663,0.132703661976258,0.000132543545445563,0.317960710505006,0.530107999980754
7,7,oscil,2,95441,0.0776899539303434,2.65835224140992,2.34716706461243,2.82602899729013,2.51228385288386,1.33702485457509,2.92803187541301,1.69653190150583,0.87648395531354,0.908248818284871,0.285203484332663,0.132703661976258,0.000132543545445563,0.317960710505006,0.530107999980754
7,1,oscil,3,15,-0.0125447825716366,1.91274091051044,1.25564459856786,2.27986074078436,2.79297645447706,1.85485591569302,1.35169206673176,1.58979669398306,0.59848756193256,0.731391705452838,0.870816363254405,0.33339943713535,0.463042712596264,0.166886711732574,0.466389296693143
7,2,oscil,3,113,-0.245849125080758,1.91274091051044,1.25564459856786,2.27986074078436,2.79297645447706,1.85485591569302,1.35169206673176,1.58979669398306,0.59848756193256,0.731391705452838,0.870816363254405,0.33339943713535,0.463042712596264,0.166886711732574,0.466389296693143
7,3,oscil,3,589,-0.210239445429537,1.91274091051044,1.25564459856786,2.27986074078436,2.79297645447706,1.85485591569302,1.35169206673176,1.58979669398306,0.59848756193256,0.731391705452838,0.870816363254405,0.33339943713535,0.463042712596264,0.166886711732574,0.466389296693143
7,4,oscil,3,2465,-0.211315345189984,1.91274091051044,1.25564459856786,2.27986074078436,2.79297645447706,1.85485591569302,1.35169206673176,1.58979669398306,0.59848756193256,0.731391705452838,0.870816363254405,0.33339943713535,0.463042712596264,0.166886711732574,0.466389296693143
7,5,oscil,3,9017,-0.211580238187117,1.91274091051044,1.25564459856786,2.27986074078436,2.79297645447706,1.85485591569302,1.35169206673176,1.58979669398306,0.59848756193256,0.731391705452838,0.870816363254405,0.33339943713535,0.463042712596264,0.166886711732574,0.466389296693143
7,6,oscil,3,30241,-0.211563335516254,1.91274091051044,1.25564459856786,2.27986074078436,2.79297645447706,1.85485591569302,1.35169206673176,1.58979669398306,0.59848756193256,0.731391705452838,0.870816363254405,0.33339943713535,0.463042712596264,0.166886711732574,0.466389296693143
7,7,oscil,3,95441,-0.211562304036756,1.91274091051044,1.25564459856786,2.27986074078436,2.79297645447706,1.85485591569302,1.35169206673176,1.58979669398306,0.59848756193256,0.731391705452838,0.870816363254405,0.33339943713535,0.463042712596264,0.166886711732574,0.466389296693143
7,1,oscil,4,15,0.307822113906518,2.34220637516031,2.87967650867543,1.97030938236283,2.03617568194679,2.57840642687056,2.14233648778567,2.53298968886459,0.0587383128869224,0.0601728810384173,0.0266598923540069,0.550467405320711,0.563050714329366,0.304595613761088,0.754510784702296
7,2,oscil,4,113,-0.25170761868417,2.34220637516031,2.87967650867543,1.97030938236283,2.03617568194679,2.57840642687056,2.14233648778567,2.53298968886459,0.0587383128869224,0.0601728810384173,0.0266598923540069,0.550467405320711,0.563050714329366,0.304595613761088,0.754510784702296
7,3,oscil,4,589,-0.107731948307712,2.34220637516031,2.87967650867543,1.97030938236283,2.03617568194679,2.57840642687056,2.14233648778567,2.53298968886459,0.0587383128869224,0.0601728810384173,0.0266598923540069,0.550467405320711,0.563050714329366,0.304595613761088,0.754510784702296
7,4,oscil,4,2465,-0.119419035430465,2.34220637516031,2.87967650867543,1.97030938236283,2.03617568194679,2.57840642687056,2.14233648778567,2.53298968886459,0.0587383128869224,0.0601728810384173,0.0266598923540069,0.550467405320711,0.563050714329366,0.304595613761088,0.754510784702296
7,5,oscil,4,9017,-0.121185240516561,2.34220637516031,2.87967650867543,1.97030938236283,2.03617568194679,2.57840642687056,2.14233648778567,2.53298968886459,0.0587383128869224,0.0601728810384173,0.0266598923540069,0.550467405320711,0.563050714329366,0.304595613761088,0.754510784702296
7,6,oscil,4,30241,-0.120887572881994,2.34220637516031,2.87967650867543,1.97030938236283,2.03617568194679,2.57840642687056,2.14233648778567,2.53298968886459,0.0587383128869224,0.0601728810384173,0.0266598923540069,0.550467405320711,0.563050714329366,0.304595613761088,0.754510784702296
7,7,oscil,4,95441,-0.120872629137674,2.34220637516031,2.87967650867543,1.97030938236283,2.03617568194679,2.57840642687056,2.14233648778567,2.53298968886459,0.0587383128869224,0.0601728810384173,0.0266598923540069,0.550467405320711,0.563050714329366,0.304595613761088,0.754510784702296
7,1,oscil,5,15,0.0537456766257235,1.03463111664401,1.45321502299231,2.82893207551847,2.53686806522834,2.06662528541336,1.1367604328385,1.39916846434718,0.92016610016362,0.210306333287111,0.608114181349688,0.465725204435141,0.616699894336789,0.203092123754255,0.677600524047734
7,2,oscil,5,113,0.313878190298547,1.03463111664401,1.45321502299231,2.82893207551847,2.53686806522834,2.06662528541336,1.1367604328385,1.39916846434718,0.92016610016362,0.210306333287111,0.608114181349688,0.465725204435141,0.616699894336789,0.203092123754255,0.677600524047734
7,3,oscil,5,589,0.282623803353464,1.03463111664401,1.45321502299231,2.82893207551847,2.53686806522834,2.06662528541336,1.1367604328385,1.39916846434718,0.92016610016362,0.210306333287111,0.608114181349688,0.465725204435141,0.616699894336789,0.203092123754255,0.677600524047734
7,4,oscil,5,2465,0.282348099375503,1.03463111664401,1.45321502299231,2.82893207551847,2.53686806522834,2.06662528541336,1.1367604328385,1.39916846434718,0.92016610016362,0.210306333287111,0.608114181349688,0.465725204435141,0.616699894336789,0.203092123754255,0.677600524047734
7,5,oscil,5,9017,0.282625304052953,1.03463111664401,1.45321502299231,2.82893207551847,2.53686806522834,2.06662528541336,1.1367604328385,1.39916846434718,0.92016610016362,0.210306333287111,0.608114181349688,0.465725204435141,0.616699894336789,0.203092123754255,0.677600524047734
7,6,oscil,5,30241,0.282619390999845,1.03463111664401,1.45321502299231,2.82893207551847,2.53686806522834,2.06662528541336,1.1367604328385,1.39916846434718,0.92016610016362,0.210306333287111,0.608114181349688,0.465725204435141,0.616699894336789,0.203092123754255,0.677600524047734
7,7,oscil,5,95441,0.282618401555057,1.03463111664401,1.45321502299231,2.82893207551847,2.53686806522834,2.06662528541336,1.1367604328385,1.39916846434718,0.92016610016362,0.210306333287111,0.608114181349688,0.465725204435141,0.616699894336789,0.203092123754255,0.677600524047734
